sound,description,anterior,approximant,atr,back,breathy,centralized,click,consonantal,constricted,continuant,coronal,creaky,distributed,dorsal,glottal,high,labial,laminal,lateral,length,low,nasal,pharyngeal,preaspirated,preglottalized,prenasal,retracted,rhotacized,round,sibilant,sonorant,spread,strident,syllabic,tense,tone_contour,tone_end,tone_level,tone_peak,tone_start,trilled,vibrant,voice
sʲ,atr=1 consonantal=1 continuant=1 distributed=-1 dorsal=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
sʼ,anterior=1 consonantal=1 constricted=1 continuant=1 coronal=1 distributed=-1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
sː,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=-1 length=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
sːː,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=-1 length=2 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
sˠ,anterior=1 atr=-1 consonantal=1 continuant=1 coronal=1 distributed=-1 dorsal=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
s̙,anterior=1 atr=-1 consonantal=1 continuant=1 coronal=1 distributed=-1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
s̙ˀ,anterior=1 atr=-1 consonantal=1 constricted=1 continuant=1 coronal=1 distributed=-1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
s̩,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=-1 sibilant=1 sonorant=-1 syllabic=1 voice=-1,1,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,-1
s̪,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
s̪ʲ,anterior=1 atr=1 consonantal=1 continuant=1 coronal=1 distributed=1 dorsal=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
s̪ʼ,anterior=1 consonantal=1 constricted=1 continuant=1 coronal=1 distributed=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
s̪ˠ,anterior=1 atr=-1 consonantal=1 continuant=1 coronal=1 distributed=1 dorsal=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
s̫,anterior=1 atr=-1 consonantal=1 continuant=1 coronal=1 distributed=-1 sibilant=1 sonorant=-1 strident=1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,-1
s̬,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=-1 sibilant=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,1
s̻,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=-1 laminal=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
t,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
th,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 spread=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
tk,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 dorsal=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
tp,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 labial=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ts,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tsʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 spread=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,-1
tsʲ,atr=1 consonantal=1 continuant=-1 distributed=-1 dorsal=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tsʼ,anterior=1 consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tsː,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ts̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ts̪ʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 spread=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,-1
ts̪ʲ,anterior=1 atr=1 consonantal=1 continuant=-1 coronal=1 distributed=1 dorsal=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,1,0,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ts̪ʼ,anterior=1 consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ts̪ː,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ts̫,anterior=1 atr=-1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tɕ,consonantal=1 continuant=-1 coronal=1 dorsal=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tɕʰ,consonantal=1 continuant=-1 coronal=1 dorsal=1 sibilant=1 spread=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,-1
tɕː,consonantal=1 continuant=-1 coronal=1 dorsal=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tɬ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 lateral=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tɬʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 lateral=1 spread=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1
tɬʼ,anterior=1 consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=-1 lateral=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tɬ̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 lateral=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tɬ̪ʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 lateral=1 spread=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1
tɬ̪ʼ,anterior=1 consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 lateral=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tɹ̠̊˔,consonantal=1 continuant=-1 coronal=1 distributed=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tʂ,consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tʂʰ,consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 spread=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,-1
tʃ,consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tʃʰ,consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 spread=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,-1
tʃʲ,atr=1 consonantal=1 continuant=-1 distributed=1 dorsal=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tʃʷ,consonantal=1 continuant=-1 coronal=1 distributed=1 round=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tʃʼ,consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tʃʼː,consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tʃː,consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 spread=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
tʰʷ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 round=1 spread=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
tʲ,atr=1 consonantal=1 continuant=-1 distributed=-1 dorsal=1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
tʲʰ,atr=1 consonantal=1 continuant=-1 distributed=-1 dorsal=1 spread=1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
tʷ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 round=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
tʷʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 round=1 spread=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
tʼ,anterior=1 consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
tː,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 length=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
tːs,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tːs̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tːɕ,consonantal=1 continuant=-1 coronal=1 dorsal=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tːʃ,consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tːʃʼ,consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tːː,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 length=2 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
tˢ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
tˤ,anterior=1 atr=-1 consonantal=1 continuant=-1 coronal=1 distributed=-1 pharyngeal=1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
t̂,consonantal=1 continuant=-1 coronal=1 dorsal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
t̚,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
t̠,consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
t̠ʃ,consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̠ʃʰ,consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 spread=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,-1
t̠ʃʷ,consonantal=1 continuant=-1 coronal=1 distributed=1 round=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̠ʃʼ,consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̠ʃʼː,consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̠ʃː,consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̠ʃ̫,atr=-1 consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,-1,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
t̪s̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̪s̪ʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 spread=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,-1
t̪s̪ʲ,anterior=1 atr=1 consonantal=1 continuant=-1 coronal=1 distributed=1 dorsal=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,1,0,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̪s̪ʼ,anterior=1 consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̪s̪ː,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̪ɬ̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 lateral=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̪ɬ̪ʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 lateral=1 spread=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1
t̪ɬ̪ʼ,anterior=1 consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=1 lateral=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
t̪ʰ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 spread=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
t̪ʰː,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 spread=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
t̪ʲ,anterior=1 atr=1 consonantal=1 continuant=-1 coronal=1 distributed=1 dorsal=1 syllabic=-1 voice=-1,1,0,1,0,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
t̪ʲʰ,anterior=1 atr=1 consonantal=1 continuant=-1 coronal=1 distributed=1 dorsal=1 spread=1 syllabic=-1 voice=-1,1,0,1,0,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
t̪ʷ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 round=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
